ID,ITEMCODE,ITEM,IN_BLOCKS_OF,METRICS,PRICE_PER_UNIT,CURRENCY,FEES,VOLUME_FROM,VOLUME_TO
482,8014845,"SAP Business Network Asset Collaboration, premium membership, supplemental object add-on",100,Object,2.32,USD,Month,16001,150000
483,8014921,"SAP Business Network Asset Collaboration, premium membership",1,Entitlements Package,10834.00,USD,Month,1,Infinite
484,8014931,"SAP Business Network Asset Collaboration, premium membership, supplemental maintenance management documents add-on",500,Document,94.00,USD,Year,1,1000
485,8014931,"SAP Business Network Asset Collaboration, premium membership, supplemental maintenance management documents add-on",500,Document,67.00,USD,Year,1001,2000
486,8014931,"SAP Business Network Asset Collaboration, premium membership, supplemental maintenance management documents add-on",500,Document,53.00,USD,Year,2001,4000
487,8014931,"SAP Business Network Asset Collaboration, premium membership, supplemental maintenance management documents add-on",500,Document,49.00,USD,Year,4001,8000
488,8014931,"SAP Business Network Asset Collaboration, premium membership, supplemental maintenance management documents add-on",500,Document,45.00,USD,Year,8001,16000
489,8014931,"SAP Business Network Asset Collaboration, premium membership, supplemental maintenance management documents add-on",500,Document,31.00,USD,Year,16001,Infinite
490,8015354,SAP Crowd Service,10000,Transaction,3880.00,USD,Month,1,5
491,8015354,SAP Crowd Service,10000,Transaction,3326.00,USD,Month,6,10
492,8015354,SAP Crowd Service,10000,Transaction,2403.00,USD,Month,11,50
493,8015354,SAP Crowd Service,10000,Transaction,1848.00,USD,Month,51,70
494,8015354,SAP Crowd Service,10000,Transaction,1663.00,USD,Month,71,100
495,8015354,SAP Crowd Service,10000,Transaction,1386.00,USD,Month,101,Infinite
496,8015485,"SAP Field Service Management, supplemental services",1,Resource,50.00,USD,Month,1,150
497,8015485,"SAP Field Service Management, supplemental services",1,Resource,35.00,USD,Month,151,250
498,8015485,"SAP Field Service Management, supplemental services",1,Resource,24.00,USD,Month,251,500
499,8015485,"SAP Field Service Management, supplemental services",1,Resource,18.00,USD,Month,501,1500
500,8015485,"SAP Field Service Management, supplemental services",1,Resource,14.00,USD,Month,1501,3000
501,8015485,"SAP Field Service Management, supplemental services",1,Resource,11.00,USD,Month,3001,Infinite
502,8015529,SAP Field Service Management,1,Resource,80.00,USD,Month,1,25
503,8015529,SAP Field Service Management,1,Resource,75.00,USD,Month,26,150
504,8015529,SAP Field Service Management,1,Resource,73.00,USD,Month,151,250
505,8015529,SAP Field Service Management,1,Resource,68.00,USD,Month,251,500
506,8015529,SAP Field Service Management,1,Resource,64.00,USD,Month,501,1500
507,8015529,SAP Field Service Management,1,Resource,54.00,USD,Month,1501,3000
508,8015529,SAP Field Service Management,1,Resource,45.00,USD,Month,3001,Infinite
509,8015530,"SAP Field Service Management, connector for SAP ERP",1,Flat Fee,3349.00,USD,Month,1,Infinite
510,8015803,SAP Integrated Business Planning for demand,388045000,Cost of Goods,10285.00,USD,Month,1,2
511,8015803,SAP Integrated Business Planning for demand,388045000,Cost of Goods,6236.00,USD,Month,3,4
512,8015803,SAP Integrated Business Planning for demand,388045000,Cost of Goods,5501.00,USD,Month,5,8
513,8015803,SAP Integrated Business Planning for demand,388045000,Cost of Goods,4169.00,USD,Month,9,20
514,8015803,SAP Integrated Business Planning for demand,388045000,Cost of Goods,3398.00,USD,Month,21,40
515,8015803,SAP Integrated Business Planning for demand,388045000,Cost of Goods,1330.00,USD,Month,41,Infinite
516,8015804,SAP Supply Chain Control Tower,388045000,Cost of Goods,10285.00,USD,Month,1,2
517,8015804,SAP Supply Chain Control Tower,388045000,Cost of Goods,6236.00,USD,Month,3,4
518,8015804,SAP Supply Chain Control Tower,388045000,Cost of Goods,5501.00,USD,Month,5,8
519,8015804,SAP Supply Chain Control Tower,388045000,Cost of Goods,4169.00,USD,Month,9,20
520,8015804,SAP Supply Chain Control Tower,388045000,Cost of Goods,3398.00,USD,Month,21,40
521,8015804,SAP Supply Chain Control Tower,388045000,Cost of Goods,1330.00,USD,Month,41,Infinite
522,8015843,SAP Integrated Business Planning for inventory,388045000,Cost of Goods,10285.00,USD,Month,1,2
523,8015843,SAP Integrated Business Planning for inventory,388045000,Cost of Goods,6236.00,USD,Month,3,4
524,8015843,SAP Integrated Business Planning for inventory,388045000,Cost of Goods,5501.00,USD,Month,5,8
525,8015843,SAP Integrated Business Planning for inventory,388045000,Cost of Goods,4169.00,USD,Month,9,20
526,8015843,SAP Integrated Business Planning for inventory,388045000,Cost of Goods,3398.00,USD,Month,21,40
527,8015843,SAP Integrated Business Planning for inventory,388045000,Cost of Goods,1330.00,USD,Month,41,Infinite
528,8015873,SAP Integrated Business Planning for sales & operations,388045000,Cost of Goods,10285.00,USD,Month,1,2
529,8015873,SAP Integrated Business Planning for sales & operations,388045000,Cost of Goods,6236.00,USD,Month,3,4
530,8015873,SAP Integrated Business Planning for sales & operations,388045000,Cost of Goods,5501.00,USD,Month,5,8
531,8015873,SAP Integrated Business Planning for sales & operations,388045000,Cost of Goods,4169.00,USD,Month,9,20
532,8015873,SAP Integrated Business Planning for sales & operations,388045000,Cost of Goods,3398.00,USD,Month,21,40
533,8015873,SAP Integrated Business Planning for sales & operations,388045000,Cost of Goods,1330.00,USD,Month,41,Infinite
534,8015921,SAP Integrated Business Planning for demand-driven replenishment,388045000,Cost of Goods,9258.00,USD,Month,1,2
535,8015921,SAP Integrated Business Planning for demand-driven replenishment,388045000,Cost of Goods,6236.00,USD,Month,3,4
536,8015921,SAP Integrated Business Planning for demand-driven replenishment,388045000,Cost of Goods,5501.00,USD,Month,5,8
537,8015921,SAP Integrated Business Planning for demand-driven replenishment,388045000,Cost of Goods,4169.00,USD,Month,9,20
538,8015921,SAP Integrated Business Planning for demand-driven replenishment,388045000,Cost of Goods,3398.00,USD,Month,21,40
539,8015921,SAP Integrated Business Planning for demand-driven replenishment,388045000,Cost of Goods,1330.00,USD,Month,41,Infinite
540,8015923,SAP Integrated Business Planning for response and supply,388045000,Cost of Goods,10285.00,USD,Month,1,2
541,8015923,SAP Integrated Business Planning for response and supply,388045000,Cost of Goods,6236.00,USD,Month,3,4
542,8015923,SAP Integrated Business Planning for response and supply,388045000,Cost of Goods,5501.00,USD,Month,5,8
543,8015923,SAP Integrated Business Planning for response and supply,388045000,Cost of Goods,4169.00,USD,Month,9,20
544,8015923,SAP Integrated Business Planning for response and supply,388045000,Cost of Goods,3398.00,USD,Month,21,40
545,8015923,SAP Integrated Business Planning for response and supply,388045000,Cost of Goods,1330.00,USD,Month,41,Infinite
546,8017054,SAP Sustainability Footprint Management,50000,Record,277.00,USD,Month,1,10
547,8017054,SAP Sustainability Footprint Management,50000,Record,139.00,USD,Month,11,100
548,8017054,SAP Sustainability Footprint Management,50000,Record,75.00,USD,Month,101,500
549,8017054,SAP Sustainability Footprint Management,50000,Record,37.00,USD,Month,501,2000
550,8017054,SAP Sustainability Footprint Management,50000,Record,26.00,USD,Month,2001,Infinite
551,8017113,"SAP Sustainability Data Exchange, base membership",1,Record,0.16,USD,Month,1,5000
552,8017113,"SAP Sustainability Data Exchange, base membership",1,Record,0.11,USD,Month,5001,50000
553,8017113,"SAP Sustainability Data Exchange, base membership",1,Record,0.08,USD,Month,50001,100000
554,8017113,"SAP Sustainability Data Exchange, base membership",1,Record,0.07,USD,Month,100001,Infinite
555,8017193,SAP Digital Manufacturing Cloud for execution,110870000,Cost of Goods,10626.00,USD,Month,1,3
556,8017193,SAP Digital Manufacturing Cloud for execution,110870000,Cost of Goods,6929.00,USD,Month,4,9
557,8017193,SAP Digital Manufacturing Cloud for execution,110870000,Cost of Goods,3696.00,USD,Month,10,21
558,8017193,SAP Digital Manufacturing Cloud for execution,110870000,Cost of Goods,2957.00,USD,Month,22,41
559,8017193,SAP Digital Manufacturing Cloud for execution,110870000,Cost of Goods,2311.00,USD,Month,42,101
560,8017193,SAP Digital Manufacturing Cloud for execution,110870000,Cost of Goods,1386.00,USD,Month,102,Infinite
561,8017574,SAP Product Lifecycle Management,1,Capacity Unit,1.11,USD,Month,1,Infinite
562,8018011,"SAP Field Service Management, SME option",1,Resource,102.00,USD,Month,1,100
563,8018011,"SAP Field Service Management, SME option",1,Resource,96.00,USD,Month,101,150
564,8018011,"SAP Field Service Management, SME option",1,Resource,94.00,USD,Month,151,250
565,8018011,"SAP Field Service Management, SME option",1,Resource,91.00,USD,Month,251,500
566,8018011,"SAP Field Service Management, SME option",1,Resource,88.00,USD,Month,501,1500
567,8018011,"SAP Field Service Management, SME option",1,Resource,80.00,USD,Month,1501,3000
568,8018011,"SAP Field Service Management, SME option",1,Resource,55.00,USD,Month,3001,Infinite
569,8018119,SAP Dynamic Forms,1000,Document,31.00,USD,Month,1,50
570,8018119,SAP Dynamic Forms,1000,Document,26.00,USD,Month,51,150
571,8018119,SAP Dynamic Forms,1000,Document,24.00,USD,Month,151,Infinite
572,8018282,SAP Mobile Execution and Dynamic Forms,1,Full Use Equivalent,137.00,USD,Month,1,150
573,8018282,SAP Mobile Execution and Dynamic Forms,1,Full Use Equivalent,90.00,USD,Month,151,250
574,8018282,SAP Mobile Execution and Dynamic Forms,1,Full Use Equivalent,78.00,USD,Month,251,500
575,8018282,SAP Mobile Execution and Dynamic Forms,1,Full Use Equivalent,62.00,USD,Month,501,1500
576,8018282,SAP Mobile Execution and Dynamic Forms,1,Full Use Equivalent,42.00,USD,Month,1501,3000
577,8018282,SAP Mobile Execution and Dynamic Forms,1,Full Use Equivalent,28.00,USD,Month,3001,Infinite
578,8018605,SAP Green Token,1000,Record,851.00,USD,Month,1,9
579,8018605,SAP Green Token,1000,Record,632.00,USD,Month,10,14
580,8018605,SAP Green Token,1000,Record,536.00,USD,Month,15,29
581,8018605,SAP Green Token,1000,Record,414.00,USD,Month,30,64
582,8018605,SAP Green Token,1000,Record,220.00,USD,Month,65,99
583,8018605,SAP Green Token,1000,Record,159.00,USD,Month,100,199
584,8018605,SAP Green Token,1000,Record,109.00,USD,Month,200,399
585,8018605,SAP Green Token,1000,Record,73.00,USD,Month,400,699
586,8018605,SAP Green Token,1000,Record,54.00,USD,Month,700,999
587,8018605,SAP Green Token,1000,Record,43.00,USD,Month,1000,1499
588,8018605,SAP Green Token,1000,Record,34.00,USD,Month,1500,1999
589,8018605,SAP Green Token,1000,Record,28.00,USD,Month,2000,Infinite
590,8018803,"SAP Asset Performance Management, additional productive tenant",1,Tenant,1197.00,USD,Month,1,Infinite
591,8018872,"RISE with SAP, sustainability essentials package",1,Entitlements Package,2772.00,USD,Month,1,Infinite
592,8018903,"SAP Asset Performance Management, additional non-productive tenant",1,Tenant,1197.00,USD,Month,1,Infinite
593,8018912,SAP Asset Performance Management,100,Object,69.00,USD,Month,1,149
594,8018912,SAP Asset Performance Management,100,Object,63.00,USD,Month,150,199
595,8018912,SAP Asset Performance Management,100,Object,55.00,USD,Month,200,249
596,8018912,SAP Asset Performance Management,100,Object,50.00,USD,Month,250,299
597,8018912,SAP Asset Performance Management,100,Object,47.00,USD,Month,300,499
598,8018912,SAP Asset Performance Management,100,Object,39.00,USD,Month,500,749
599,8018912,SAP Asset Performance Management,100,Object,33.00,USD,Month,750,1499
600,8018912,SAP Asset Performance Management,100,Object,26.00,USD,Month,1500,2499
601,8018912,SAP Asset Performance Management,100,Object,21.00,USD,Month,2500,3999
602,8018912,SAP Asset Performance Management,100,Object,18.00,USD,Month,4000,5999
603,8018912,SAP Asset Performance Management,100,Object,12.00,USD,Month,6000,9999
604,8018912,SAP Asset Performance Management,100,Object,11.00,USD,Month,10000,14999
605,8018912,SAP Asset Performance Management,100,Object,8.87,USD,Month,15000,19999
606,8018912,SAP Asset Performance Management,100,Object,7.76,USD,Month,20000,49999
607,8018912,SAP Asset Performance Management,100,Object,5.54,USD,Month,50000,Infinite
608,8018941,"SAP Asset Performance Management, advanced capabilities add on",1,Capacity Unit,1.11,USD,Month,1,Infinite
609,***,Cloud - Human Capital Management (HCM),0,,0.00,,,,
610,8005140,SAP SuccessFactors Employee Central Service Center,1,User,3.88,USD,Month,1,2000
611,8005140,SAP SuccessFactors Employee Central Service Center,1,User,1.87,USD,Month,2001,5000
612,8005140,SAP SuccessFactors Employee Central Service Center,1,User,0.88,USD,Month,5001,10000
613,8005140,SAP SuccessFactors Employee Central Service Center,1,User,0.73,USD,Month,10001,15000
614,8005140,SAP SuccessFactors Employee Central Service Center,1,User,0.59,USD,Month,15001,25000
615,8005140,SAP SuccessFactors Employee Central Service Center,1,User,0.48,USD,Month,25001,50000
616,8005140,SAP SuccessFactors Employee Central Service Center,1,User,0.45,USD,Month,50001,75000
617,8005140,SAP SuccessFactors Employee Central Service Center,1,User,0.41,USD,Month,75001,100000
618,8005140,SAP SuccessFactors Employee Central Service Center,1,User,0.37,USD,Month,100001,200000
619,8005140,SAP SuccessFactors Employee Central Service Center,1,User,0.33,USD,Month,200001,Infinite
620,8005447,"SAP SuccessFactors HCM Suite, additional test tenant in preview environment",1,Tenant,833.00,USD,Month,1,Infinite
621,8005448,"SAP SuccessFactors HCM Suite, additional test tenant in production environment",1,Tenant,833.00,USD,Month,1,Infinite
622,8005988,"SAP SuccessFactors Learning, content storage add-on (25GB)",25,Gigabyte,28.00,USD,Month,1,Infinite
623,8007704,SAP SuccessFactors Document Management Core by OpenText,100,User,462.00,USD,Month,1,20
624,8007704,SAP SuccessFactors Document Management Core by OpenText,100,User,443.00,USD,Month,21,50
625,8007704,SAP SuccessFactors Document Management Core by OpenText,100,User,435.00,USD,Month,51,100
626,8007704,SAP SuccessFactors Document Management Core by OpenText,100,User,407.00,USD,Month,101,150
627,8007704,SAP SuccessFactors Document Management Core by OpenText,100,User,314.00,USD,Month,151,250
628,8007704,SAP SuccessFactors Document Management Core by OpenText,100,User,231.00,USD,Month,251,500
629,8007704,SAP SuccessFactors Document Management Core by OpenText,100,User,175.00,USD,Month,501,750
630,8007704,SAP SuccessFactors Document Management Core by OpenText,100,User,139.00,USD,Month,751,1000
631,8007704,SAP SuccessFactors Document Management Core by OpenText,100,User,120.00,USD,Month,1001,Infinite
632,8008014,"SAP U.S. Benefits Administration by Benefitfocus, full benefits option",1,User,9.50,USD,Month,1,2000
633,8008014,"SAP U.S. Benefits Administration by Benefitfocus, full benefits option",1,User,9.00,USD,Month,2001,5000
634,8008014,"SAP U.S. Benefits Administration by Benefitfocus, full benefits option",1,User,8.25,USD,Month,5001,10000
635,8008014,"SAP U.S. Benefits Administration by Benefitfocus, full benefits option",1,User,7.25,USD,Month,10001,15000
636,8008014,"SAP U.S. Benefits Administration by Benefitfocus, full benefits option",1,User,6.50,USD,Month,15001,25000
637,8008014,"SAP U.S. Benefits Administration by Benefitfocus, full benefits option",1,User,6.00,USD,Month,25001,50000
638,8008014,"SAP U.S. Benefits Administration by Benefitfocus, full benefits option",1,User,5.00,USD,Month,50001,75000
639,8008014,"SAP U.S. Benefits Administration by Benefitfocus, full benefits option",1,User,4.00,USD,Month,75001,100000
640,8008014,"SAP U.S. Benefits Administration by Benefitfocus, full benefits option",1,User,3.25,USD,Month,100001,Infinite
641,8008016,"SAP U.S. Benefits Administration by Benefitfocus, interface add-on",1,Connection,1700.00,USD,Month,1,Infinite
642,8008384,SAP Time and Attendance Management by WorkForce Software,1,User,7.08,USD,Month,1,2000
643,8008384,SAP Time and Attendance Management by WorkForce Software,1,User,6.75,USD,Month,2001,5000
644,8008384,SAP Time and Attendance Management by WorkForce Software,1,User,6.44,USD,Month,5001,10000
645,8008384,SAP Time and Attendance Management by WorkForce Software,1,User,6.16,USD,Month,10001,15000
646,8008384,SAP Time and Attendance Management by WorkForce Software,1,User,5.90,USD,Month,15001,25000
647,8008384,SAP Time and Attendance Management by WorkForce Software,1,User,5.67,USD,Month,25001,50000
648,8008384,SAP Time and Attendance Management by WorkForce Software,1,User,3.99,USD,Month,50001,75000
649,8008384,SAP Time and Attendance Management by WorkForce Software,1,User,3.82,USD,Month,75001,100000
650,8008384,SAP Time and Attendance Management by WorkForce Software,1,User,3.67,USD,Month,100001,Infinite
651,8008385,SAP Workforce Forecasting and Scheduling by WorkForce Software,1,User,5.00,USD,Month,1,2000
652,8008385,SAP Workforce Forecasting and Scheduling by WorkForce Software,1,User,4.76,USD,Month,2001,5000
653,8008385,SAP Workforce Forecasting and Scheduling by WorkForce Software,1,User,4.55,USD,Month,5001,10000
654,8008385,SAP Workforce Forecasting and Scheduling by WorkForce Software,1,User,4.35,USD,Month,10001,15000
655,8008385,SAP Workforce Forecasting and Scheduling by WorkForce Software,1,User,4.17,USD,Month,15001,25000
656,8008385,SAP Workforce Forecasting and Scheduling by WorkForce Software,1,User,4.00,USD,Month,25001,50000
657,8008385,SAP Workforce Forecasting and Scheduling by WorkForce Software,1,User,2.78,USD,Month,50001,75000
658,8008385,SAP Workforce Forecasting and Scheduling by WorkForce Software,1,User,2.56,USD,Month,75001,100000
659,8008385,SAP Workforce Forecasting and Scheduling by WorkForce Software,1,User,2.47,USD,Month,100001,Infinite
660,8008386,"SAP Time & Attendance by Workforce Forecasting and Scheduling by WorkForce Software,  Adnl Instance",1,Tenant,10000.00,USD,Month,1,Infinite
661,8008387,SAP Absence and Leave Management by WorkForce Software,1,User,2.50,USD,Month,1,2000
662,8008387,SAP Absence and Leave Management by WorkForce Software,1,User,2.38,USD,Month,2001,5000
663,8008387,SAP Absence and Leave Management by WorkForce Software,1,User,2.27,USD,Month,5001,10000
664,8008387,SAP Absence and Leave Management by WorkForce Software,1,User,2.17,USD,Month,10001,15000
665,8008387,SAP Absence and Leave Management by WorkForce Software,1,User,2.08,USD,Month,15001,25000
666,8008387,SAP Absence and Leave Management by WorkForce Software,1,User,2.00,USD,Month,25001,50000
667,8008387,SAP Absence and Leave Management by WorkForce Software,1,User,1.81,USD,Month,50001,75000
668,8008387,SAP Absence and Leave Management by WorkForce Software,1,User,1.74,USD,Month,75001,100000
669,8008387,SAP Absence and Leave Management by WorkForce Software,1,User,1.67,USD,Month,100001,Infinite
670,8008428,SAP SuccessFactors Work Zone,1,User,6.01,USD,Month,1,2000
671,8008428,SAP SuccessFactors Work Zone,1,User,5.08,USD,Month,2001,5000
672,8008428,SAP SuccessFactors Work Zone,1,User,4.62,USD,Month,5001,10000
673,8008428,SAP SuccessFactors Work Zone,1,User,4.16,USD,Month,10001,15000
674,8008428,SAP SuccessFactors Work Zone,1,User,3.69,USD,Month,15001,25000
675,8008428,SAP SuccessFactors Work Zone,1,User,2.69,USD,Month,25001,50000
676,8008428,SAP SuccessFactors Work Zone,1,User,2.02,USD,Month,50001,75000
677,8008428,SAP SuccessFactors Work Zone,1,User,1.88,USD,Month,75001,100000
678,8008428,SAP SuccessFactors Work Zone,1,User,1.61,USD,Month,100001,200000
679,8008428,SAP SuccessFactors Work Zone,1,User,1.44,USD,Month,200001,Infinite
680,8008642,SAP SuccessFactors Employee Central Payroll,1,User,8.47,USD,Month,1,2000
681,8008642,SAP SuccessFactors Employee Central Payroll,1,User,6.47,USD,Month,2001,5000
682,8008642,SAP SuccessFactors Employee Central Payroll,1,User,3.76,USD,Month,5001,10000
683,8008642,SAP SuccessFactors Employee Central Payroll,1,User,2.41,USD,Month,10001,15000
684,8008642,SAP SuccessFactors Employee Central Payroll,1,User,1.73,USD,Month,15001,25000
685,8008642,SAP SuccessFactors Employee Central Payroll,1,User,1.21,USD,Month,25001,50000
686,8008642,SAP SuccessFactors Employee Central Payroll,1,User,0.99,USD,Month,50001,75000
687,8008642,SAP SuccessFactors Employee Central Payroll,1,User,0.93,USD,Month,75001,100000
688,8008642,SAP SuccessFactors Employee Central Payroll,1,User,0.71,USD,Month,100001,200000
689,8008642,SAP SuccessFactors Employee Central Payroll,1,User,0.55,USD,Month,200001,Infinite
690,8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,2.59,USD,Month,1,2000
691,8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,1.73,USD,Month,2001,5000
692,8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,1.05,USD,Month,5001,10000
693,8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,0.69,USD,Month,10001,15000
694,8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,0.53,USD,Month,15001,25000
695,8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,0.34,USD,Month,25001,50000
696,8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,0.28,USD,Month,50001,75000
697,8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,0.26,USD,Month,75001,100000
698,8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,0.21,USD,Month,100001,200000
699,8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,0.16,USD,Month,200001,Infinite
700,8008646,SAP Integration Suite for SAP SuccessFactors solutions,1,Entitlements Package,4324.00,USD,Month,1,Infinite
701,8008975,SAP SuccessFactors Time Tracking,1,User,2.57,USD,Month,1,2000
702,8008975,SAP SuccessFactors Time Tracking,1,User,2.36,USD,Month,2001,5000
703,8008975,SAP SuccessFactors Time Tracking,1,User,2.17,USD,Month,5001,10000
704,8008975,SAP SuccessFactors Time Tracking,1,User,2.09,USD,Month,10001,15000
705,8008975,SAP SuccessFactors Time Tracking,1,User,1.59,USD,Month,15001,25000
706,8008975,SAP SuccessFactors Time Tracking,1,User,1.45,USD,Month,25001,50000
707,8008975,SAP SuccessFactors Time Tracking,1,User,1.21,USD,Month,50001,75000
708,8008975,SAP SuccessFactors Time Tracking,1,User,1.16,USD,Month,75001,100000
709,8008975,SAP SuccessFactors Time Tracking,1,User,1.10,USD,Month,100001,200000
710,8008975,SAP SuccessFactors Time Tracking,1,User,0.99,USD,Month,200001,Infinite
711,8009345,"SAP SuccessFactors HCM Suite, attachment storage add-on 500GB",500,Gigabyte,550.00,USD,Month,1,Infinite
712,8011080,SAP SuccessFactors Agent Connection,1,User,8.76,USD,Month,1,2000
713,8011080,SAP SuccessFactors Agent Connection,1,User,3.34,USD,Month,2001,5000
714,8011080,SAP SuccessFactors Agent Connection,1,User,2.62,USD,Month,5001,10000
715,8011080,SAP SuccessFactors Agent Connection,1,User,1.81,USD,Month,10001,15000
716,8011080,SAP SuccessFactors Agent Connection,1,User,1.29,USD,Month,15001,25000
717,8011080,SAP SuccessFactors Agent Connection,1,User,1.03,USD,Month,25001,50000
718,8011080,SAP SuccessFactors Agent Connection,1,User,0.83,USD,Month,50001,75000
719,8011080,SAP SuccessFactors Agent Connection,1,User,0.78,USD,Month,75001,100000
720,8011080,SAP SuccessFactors Agent Connection,1,User,0.52,USD,Month,100001,Infinite
721,8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,4.00,USD,Month,1,2000
722,8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,2.50,USD,Month,2001,5000
723,8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,1.15,USD,Month,5001,10000
724,8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,1.00,USD,Month,10001,15000
725,8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,0.70,USD,Month,15001,25000
726,8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,0.65,USD,Month,25001,50000
727,8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,0.50,USD,Month,50001,75000
728,8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,0.38,USD,Month,75001,100000
729,8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,0.33,USD,Month,100001,200000
730,8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,0.32,USD,Month,200001,Infinite
731,8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,1.92,USD,Month,1,2000
732,8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,1.18,USD,Month,2001,5000
733,8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,0.55,USD,Month,5001,10000
734,8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,0.46,USD,Month,10001,15000
735,8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,0.34,USD,Month,15001,25000
736,8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,0.30,USD,Month,25001,50000
737,8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,0.24,USD,Month,50001,75000
738,8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,0.18,USD,Month,75001,100000
739,8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,0.16,USD,Month,100001,200000
740,8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,0.15,USD,Month,200001,Infinite
741,8011514,SAP SuccessFactors Opportunity Marketplace,1,User,1.86,USD,Month,1,2000
742,8011514,SAP SuccessFactors Opportunity Marketplace,1,User,1.36,USD,Month,2001,5000
743,8011514,SAP SuccessFactors Opportunity Marketplace,1,User,1.25,USD,Month,5001,10000
744,8011514,SAP SuccessFactors Opportunity Marketplace,1,User,1.13,USD,Month,10001,15000
745,8011514,SAP SuccessFactors Opportunity Marketplace,1,User,1.09,USD,Month,15001,25000
746,8011514,SAP SuccessFactors Opportunity Marketplace,1,User,1.04,USD,Month,25001,50000
747,8011514,SAP SuccessFactors Opportunity Marketplace,1,User,0.96,USD,Month,50001,75000
748,8011514,SAP SuccessFactors Opportunity Marketplace,1,User,0.92,USD,Month,75001,100000
749,8011514,SAP SuccessFactors Opportunity Marketplace,1,User,0.88,USD,Month,100001,200000
750,8011514,SAP SuccessFactors Opportunity Marketplace,1,User,0.79,USD,Month,200001,Infinite
751,8011733,SAP SuccessFactors Performance & Goals,1,User,3.72,USD,Month,1,2000
752,8011733,SAP SuccessFactors Performance & Goals,1,User,3.43,USD,Month,2001,5000
753,8011733,SAP SuccessFactors Performance & Goals,1,User,2.76,USD,Month,5001,10000
754,8011733,SAP SuccessFactors Performance & Goals,1,User,2.17,USD,Month,10001,15000
755,8011733,SAP SuccessFactors Performance & Goals,1,User,1.91,USD,Month,15001,25000
756,8011733,SAP SuccessFactors Performance & Goals,1,User,1.48,USD,Month,25001,50000
757,8011733,SAP SuccessFactors Performance & Goals,1,User,1.38,USD,Month,50001,75000
758,8011733,SAP SuccessFactors Performance & Goals,1,User,1.33,USD,Month,75001,100000
759,8011733,SAP SuccessFactors Performance & Goals,1,User,0.92,USD,Month,100001,200000
760,8011733,SAP SuccessFactors Performance & Goals,1,User,0.83,USD,Month,200001,Infinite
761,8011734,SAP SuccessFactors Compensation,1,User,1.95,USD,Month,1,2000
762,8011734,SAP SuccessFactors Compensation,1,User,1.66,USD,Month,2001,5000
763,8011734,SAP SuccessFactors Compensation,1,User,1.52,USD,Month,5001,10000
764,8011734,SAP SuccessFactors Compensation,1,User,1.27,USD,Month,10001,15000
765,8011734,SAP SuccessFactors Compensation,1,User,1.22,USD,Month,15001,25000
766,8011734,SAP SuccessFactors Compensation,1,User,1.18,USD,Month,25001,50000
767,8011734,SAP SuccessFactors Compensation,1,User,0.98,USD,Month,50001,75000
768,8011734,SAP SuccessFactors Compensation,1,User,0.93,USD,Month,75001,100000
769,8011734,SAP SuccessFactors Compensation,1,User,0.89,USD,Month,100001,200000
770,8011734,SAP SuccessFactors Compensation,1,User,0.80,USD,Month,200001,Infinite
771,8011735,SAP SuccessFactors Succession & Development,1,User,1.91,USD,Month,1,2000
772,8011735,SAP SuccessFactors Succession & Development,1,User,1.68,USD,Month,2001,5000
773,8011735,SAP SuccessFactors Succession & Development,1,User,1.23,USD,Month,5001,10000
774,8011735,SAP SuccessFactors Succession & Development,1,User,1.18,USD,Month,10001,15000
